REGION,SURVEY,YEAR,SUB_REGION_NAME,ADMIN,PROT,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,HABITAT_CD,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,avg_cm2,avg_cm3,var_cm2,var_cm3,avg_maxdiam,var_maxdiam,n_colonies,DEPTH_M
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3053,25.842734,-80.104184,INNR0,LIRI,10,SID SIDE,Siderastrea siderea,162.845,221.41028724643564,30237.410350000002,51331.340706697396,18.25,118.25,4,6.4007997951744064
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,AGA AGAR,Agaricia agaricites,6.93,13.607023180860791,NA,NA,7,NA,1,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,DIC STOK,Dichocoenia stokesii,50.51,61.58176099505492,4326.3602,6349.69232381783,9,50,2,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,MAD DECA,Madracis decactis,103.95,191.73532663940207,NA,NA,21,NA,1,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,POR PORI,Porites porites,11.735,16.487470945120933,3.588625000000001,23.835974925377496,5.2,0.19999999999999998,4,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,SID SIDE,Siderastrea siderea,11.551428571428572,13.570558266131624,48.696914285714286,65.26102931042671,5.142857142857143,2.1428571428571437,6,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3059,25.9539333,-80.10025,INNR0,LIRI,10,STE INTE,Stephanocoenia intersepta,33.84,49.83351346756809,NA,NA,9,NA,1,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3062,25.97675,-80.0999667,INNR0,LIRI,10,AGA FRAG,Agaricia fragilis,17.64,19.242255003237485,NA,NA,6,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3062,25.97675,-80.0999667,INNR0,LIRI,10,MON CAVE,Montastraea cavernosa,6,9.16297857297023,NA,NA,4,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3062,25.97675,-80.0999667,INNR0,LIRI,10,POR ASTR,Porites astreoides,115.225,173.1721137982686,5104.79215,17100.771773445573,18.75,42.916666666666664,4,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3062,25.97675,-80.0999667,INNR0,LIRI,10,SID SIDE,Siderastrea siderea,9.721111111111112,13.783010547103554,43.31788611111111,88.87017005822051,7.222222222222222,32.69444444444445,9,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3062,25.97675,-80.0999667,INNR0,LIRI,10,STE INTE,Stephanocoenia intersepta,25.497142857142858,42.677040202515634,328.4909488095238,1461.0661870346582,8,11.666666666666666,6,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3063,25.852599,-80.099801,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,65.2125,82.09865176763952,4610.480625,7145.403230249122,11,42,4,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3063,25.852599,-80.099801,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,14.866666666666665,17.462019166203266,55.52333333333332,65.47574379440049,6.333333333333333,2.333333333333333,3,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3066,26.0106667,-80.1010833,INNR1,LIRI,10,POR ASTR,Porites astreoides,92.45,132.52939508862443,1350.1700000000003,3114.271636244527,15.2,10.2,5,9.75359968788481
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3066,26.0106667,-80.1010833,INNR1,LIRI,10,POR PORI,Porites porites,7.9,8.083056098298739,7.220000000000002,4.731327283421527,4.5,0.5,2,9.75359968788481
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3066,26.0106667,-80.1010833,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,79.05,111.67380135807467,49.00500000000006,183.24790398018683,14,2,2,9.75359968788481
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3066,26.0106667,-80.1010833,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,8.925,13.629930627293215,NA,NA,7,NA,1,9.75359968788481
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,AGA AGAR,Agaricia agaricites,19.6,38.48451000647497,NA,NA,8,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,AGA FRAG,Agaricia fragilis,12.5,11.453723216212786,NA,NA,5,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,MON CAVE,Montastraea cavernosa,12.416666666666666,15.413438956674922,31.645833333333336,30.04253605292532,6,3,3,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,POR ASTR,Porites astreoides,23.5,32.755466736803584,162.3324,465.9954850807838,8,4,3,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,SID SIDE,Siderastrea siderea,32.1225,41.05287108386287,891.6741175,1523.7574989281595,8,14.4,6,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,SOL BOUR,Solenastrea bournoni,27.15,46.46939133434901,429.2449999999999,961.4725294377191,8,18,2,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3067,25.9570667,-80.0999333,NEAR1,CPSH,10,STE INTE,Stephanocoenia intersepta,18.99875,24.495423344044788,114.06744107142858,354.34172105490273,8.375,15.410714285714286,8,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,MON CAVE,Montastraea cavernosa,8,7.853981633974483,NA,NA,4,NA,1,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,ORB FAVE,Orbicella faveolata,281.6,405.47489182332265,NA,NA,32,NA,1,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,POR ASTR,Porites astreoides,28.29,41.904264509601354,949.0212,2387.6781570125077,8.75,26.25,4,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,19.886666666666667,22.059507304164995,341.5431,440.7879497563338,6.444444444444445,8.777777777777777,7,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,SOL BOUR,Solenastrea bournoni,178.4625,242.99073803195427,20945.927812500002,48177.886082364355,29.5,0.5,2,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3077,25.87379,-80.100493,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,28.124,29.41839720699042,1819.9440800000002,1906.9691165236122,7,26,5,9.44879969763841
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3079,26.090616700000002,-80.09555,INNR1,LIRI,10,AGA FRAG,Agaricia fragilis,3.88,7.618362184955249,NA,NA,4,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3079,26.090616700000002,-80.09555,INNR1,LIRI,10,MON CAVE,Montastraea cavernosa,16.755000000000003,25.99013422376056,105.27005000000003,555.3465330032269,6,2,2,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3079,26.090616700000002,-80.09555,INNR1,LIRI,10,POR ASTR,Porites astreoides,29.125,34.933855809449,830.28125,884.1654474386271,11,2,2,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3079,26.090616700000002,-80.09555,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,10.5,15.118914645400881,NA,NA,6,NA,1,10.36319966837761
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3085,25.9054,-80.09075,MIDR0,LIRM,10,AGA LAMA,Agaricia lamarcki,895.62,1261.1792808142325,NA,NA,59,NA,1,20.42159934650882
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3085,25.9054,-80.09075,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,117.48833333333332,259.06467502743084,22090.39490833333,106421.89284782024,18,151,3,20.42159934650882
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3085,25.9054,-80.09075,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,27,35.34291735288517,NA,NA,10,NA,1,20.42159934650882
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,COL NATA,Colpophyllia natans,324,388.7720908817369,NA,NA,30,NA,1,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,MAN AREO,Manicina areolata,6,6.544984694978736,NA,NA,4,NA,1,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,MEA MEAN,Meandrina meandrites,17.5,20.61670178918302,NA,NA,7,NA,1,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,POR ASTR,Porites astreoides,35.325,56.974091769789894,8.611249999999995,213.8756981499955,10.5,0.5,2,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,53.2,74.61282552275759,NA,NA,19,NA,1,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3096,26.2103,-80.0783333,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,49.2,57.962384458731684,NA,NA,12,NA,1,13.106399580595214
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3097,25.82206,-80.091247,MIDR0,LIRM,10,POR ASTR,Porites astreoides,239.4,313.37386719558185,NA,NA,28,NA,1,14.020799551334415
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3097,25.82206,-80.091247,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,9.9,12.959069696057897,NA,NA,5,NA,1,14.020799551334415
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3097,25.82206,-80.091247,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,83.37,108.17877953095604,9472.3848,16575.639926984375,12.5,84.5,2,14.020799551334415
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3109,25.876977,-80.092436,MIDR1,LIRM,10,MAD DECA,Madracis decactis,94.05,95.13135254151594,NA,NA,19,NA,1,19.50719937576962
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3109,25.876977,-80.092436,MIDR1,LIRM,10,MEA MEAN,Meandrina meandrites,60,58.90486225480862,NA,NA,15,NA,1,19.50719937576962
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3109,25.876977,-80.092436,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,10,9.817477042468104,NA,NA,5,NA,1,19.50719937576962
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3109,25.876977,-80.092436,MIDR1,LIRM,10,STE INTE,Stephanocoenia intersepta,68.32,74.20485481010391,5740.236999999999,8016.187906547047,11.833333333333334,71.76666666666668,6,19.50719937576962
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,AGA FRAG,Agaricia fragilis,12.5,11.453723216212786,NA,NA,5,NA,1,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,MAD DECA,Madracis decactis,25.2,44.767695313654556,NA,NA,9,NA,1,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,22.5,32.39767424014474,NA,NA,9,NA,1,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,MYC ALIC,Mycetophyllia aliciae,112.5,112.90098598838318,NA,NA,15,NA,1,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,SID SIDE,Siderastrea siderea,26.858333333333334,30.025117288214947,618.4852083333334,702.1691819289016,7.666666666666667,21.333333333333336,2,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3110,25.871592,-80.092463,MIDR1,LIRM,10,STE INTE,Stephanocoenia intersepta,36.108333333333334,43.71504360854547,1229.5753125,1556.6536628877273,8.666666666666666,14.500000000000002,9,19.81199936601602
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3117,25.7993833,-80.09264,MIDR1,LIRM,10,DIC STOK,Dichocoenia stokesii,14.25,24.249168294896215,NA,NA,6,NA,1,14.325599541580814
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3117,25.7993833,-80.09264,MIDR1,LIRM,10,MEA MEAN,Meandrina meandrites,35,55.63236990731925,NA,NA,10,NA,1,14.325599541580814
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3117,25.7993833,-80.09264,MIDR1,LIRM,10,POR ASTR,Porites astreoides,41.25,59.39573610693202,NA,NA,11,NA,1,14.325599541580814
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3117,25.7993833,-80.09264,MIDR1,LIRM,10,SID SIDE,Siderastrea siderea,47.915,66.72611896530822,4709.3489,10338.072199226308,10,40,4,14.325599541580814
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3117,25.7993833,-80.09264,MIDR1,LIRM,10,STE INTE,Stephanocoenia intersepta,25.75,37.797286613502195,3.125,23.613799592450157,8,2,2,14.325599541580814
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3136,25.888696,-80.107344,NEAR0,RGSH,10,MON CAVE,Montastraea cavernosa,574.25,671.0245558526949,397357.25249999994,359806.4233438258,47.333333333333336,357.3333333333333,3,8.229599736652808
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3136,25.888696,-80.107344,NEAR0,RGSH,10,POR ASTR,Porites astreoides,36.73125,36.9750729111955,820.0339062500001,854.851739797726,9.5,19,4,8.229599736652808
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3136,25.888696,-80.107344,NEAR0,RGSH,10,SID SIDE,Siderastrea siderea,41.8,41.037054037516675,NA,NA,11,NA,1,8.229599736652808
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3136,25.888696,-80.107344,NEAR0,RGSH,10,SOL BOUR,Solenastrea bournoni,144,273.318560862312,NA,NA,24,NA,1,8.229599736652808
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3136,25.888696,-80.107344,NEAR0,RGSH,10,STE INTE,Stephanocoenia intersepta,27.125,26.798439833590432,113.25124999999996,156.2559067215965,9.5,4.5,2,8.229599736652808
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3155,26.1650167,-80.0934667,NEAR1,RGSH,10,AGA AGAR,Agaricia agaricites,43.2,49.480084294039244,NA,NA,12,NA,1,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3155,26.1650167,-80.0934667,NEAR1,RGSH,10,MON CAVE,Montastraea cavernosa,787.5,1523.3451877563004,NA,NA,50,NA,1,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3155,26.1650167,-80.0934667,NEAR1,RGSH,10,POR ASTR,Porites astreoides,19.4175,28.721029087740433,7.663612499999997,8.46053524540843,7.5,4.5,2,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3155,26.1650167,-80.0934667,NEAR1,RGSH,10,SID SIDE,Siderastrea siderea,24.416666666666668,27.21622802328658,457.7708333333333,464.10736636035506,7,7,3,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3155,26.1650167,-80.0934667,NEAR1,RGSH,10,STE INTE,Stephanocoenia intersepta,148.5,239.74278937707106,NA,NA,22,NA,1,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3179,26.0435667,-80.1061333,NEAR1,RGSH,10,POR ASTR,Porites astreoides,7.35,11.22464875188853,NA,NA,5,NA,1,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3179,26.0435667,-80.1061333,NEAR1,RGSH,10,SID RADI,Siderastrea radians,10,9.817477042468104,NA,NA,5,NA,1,5.486399824435206
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3180,26.1717833,-80.0886667,NEAR1,RGSH,10,MON CAVE,Montastraea cavernosa,6,9.16297857297023,NA,NA,4,NA,1,3.657599882956804
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3180,26.1717833,-80.0886667,NEAR1,RGSH,10,SID SIDE,Siderastrea siderea,4.125,6.135923151542556,NA,NA,15,NA,1,3.657599882956804
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3202,26.0105667,-80.0885667,OFFR1,CPDP,10,AGA AGAR,Agaricia agaricites,774.06,1066.5707058937346,NA,NA,42,NA,1,18.287999414784018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3202,26.0105667,-80.0885667,OFFR1,CPDP,10,MEA MEAN,Meandrina meandrites,10,9.817477042468104,NA,NA,5,NA,1,18.287999414784018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3202,26.0105667,-80.0885667,OFFR1,CPDP,10,SID SIDE,Siderastrea siderea,15,17.671458676442587,NA,NA,6,NA,1,18.287999414784018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3230,26.12655,-80.0805,OFFR1,LIRO,10,MON CAVE,Montastraea cavernosa,34.2275,43.925028534176036,595.2975124999998,452.32731632885157,10,18,2,18.89759939527682
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3230,26.12655,-80.0805,OFFR1,LIRO,10,SID SIDE,Siderastrea siderea,18.5825,22.18586186980417,310.3786125,357.32637681291453,7.5,0.5,2,18.89759939527682
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3230,26.12655,-80.0805,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,12.185,16.75025208062433,25.3505,62.12999859267368,5.75,1.5833333333333333,4,18.89759939527682
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,AGA AGAR,Agaricia agaricites,202.5,309.25052683774527,NA,NA,30,NA,1,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,MAD DECA,Madracis decactis,53.35,87.0155715197423,817.3625,3879.0136924172957,15,37.5,5,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,MON CAVE,Montastraea cavernosa,100.46500000000003,123.48422624016379,10873.700450000006,20063.210180221067,38,1682,2,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,POR ASTR,Porites astreoides,133.875,168.92060082348868,29294.499375,43350.946961685586,18.333333333333332,177.33333333333334,3,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,SID SIDE,Siderastrea siderea,25.85,31.383201612423036,139.44500000000005,358.28934327661216,9.5,0.5,2,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3231,25.9273,-80.0877333,OFFR1,SPGR,10,STE INTE,Stephanocoenia intersepta,39.35944444444444,50.558915937928234,1225.237790277778,1708.7577174714575,12.11111111111111,23.61111111111111,9,23.469599248972823
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,MAD DECA,Madracis decactis,43.1875,64.67263001725863,631.750625,2222.6731608400073,10.75,20.916666666666668,4,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,MEA MEAN,Meandrina meandrites,28.98,29.80586030093316,NA,NA,9,NA,1,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,ORB FAVE,Orbicella faveolata,36.25999999999999,49.38845450830945,NA,NA,49,NA,1,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,ORB FRAN,Orbicella franksi,229.5,556.6509483079415,NA,NA,30,NA,1,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,POR ASTR,Porites astreoides,47.775000000000006,74.36738859669587,291.61125,164.93516143910327,13,2,2,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3240,26.00312,-80.08755,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,9.6875,10.758318592371294,152.47395833333334,148.14785607275016,10,24.666666666666668,4,20.72639933675522
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3241,26.2376667,-80.0658333,OFFR1,SPGR,10,MAD DECA,Madracis decactis,29.8875,59.60844810951884,329.82854166666664,1600.4614109491122,9,11.333333333333334,4,25.603199180697626
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3241,26.2376667,-80.0658333,OFFR1,SPGR,10,MON CAVE,Montastraea cavernosa,39.70000000000001,54.563355740472744,1270.4699999999998,2624.742185133513,21.666666666666668,92.33333333333334,3,25.603199180697626
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3241,26.2376667,-80.0658333,OFFR1,SPGR,10,ORB FRAN,Orbicella franksi,235.06,207.85562394313467,80048.00720000001,59070.48739695116,23.5,364.5,2,25.603199180697626
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3241,26.2376667,-80.0658333,OFFR1,SPGR,10,POR ASTR,Porites astreoides,39.69,37.52239725631309,NA,NA,9,NA,1,25.603199180697626
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3241,26.2376667,-80.0658333,OFFR1,SPGR,10,STE INTE,Stephanocoenia intersepta,153,189.15005768488544,NA,NA,20,NA,1,25.603199180697626
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3242,25.9605833,-80.0887667,OFFR1,SPGR,10,MAD DECA,Madracis decactis,9,13.744467859455344,NA,NA,6,NA,1,17.98319942453762
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3242,25.9605833,-80.0887667,OFFR1,SPGR,10,MON CAVE,Montastraea cavernosa,191.45,339.7392472085212,99131.8575,318691.52694786043,20.333333333333332,660.3333333333334,3,17.98319942453762
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3242,25.9605833,-80.0887667,OFFR1,SPGR,10,SID SIDE,Siderastrea siderea,5.25,7.559457322700439,NA,NA,7,NA,1,17.98319942453762
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3242,25.9605833,-80.0887667,OFFR1,SPGR,10,STE INTE,Stephanocoenia intersepta,25.4,37.96091123087666,50,92.66461909911673,8,0,2,17.98319942453762
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3243,25.809138,-80.08841,OFFR0,LIRO,10,MAD DECA,Madracis decactis,7.8,15.31526418625024,NA,NA,6,NA,1,22.859999268480024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3243,25.809138,-80.08841,OFFR0,LIRO,10,MEA MEAN,Meandrina meandrites,15,17.671458676442587,NA,NA,6,NA,1,22.859999268480024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3243,25.809138,-80.08841,OFFR0,LIRO,10,STE INTE,Stephanocoenia intersepta,14.5,22.58019719767664,84.5,433.7228496572472,6,8,2,22.859999268480024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3263,25.9626167,-80.0889167,NEAR1,APRD,10,MAD DECA,Madracis decactis,17.15,20.845776253507275,NA,NA,7,NA,1,21.031199327001623
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3263,25.9626167,-80.0889167,NEAR1,APRD,10,MEA MEAN,Meandrina meandrites,31.5,35.34291735288517,40.5,69.39565594515958,9,0,2,21.031199327001623
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3263,25.9626167,-80.0889167,NEAR1,APRD,10,MON CAVE,Montastraea cavernosa,25.625,46.28940425523717,NA,NA,41,NA,1,21.031199327001623
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3263,25.9626167,-80.0889167,NEAR1,APRD,10,SID SIDE,Siderastrea siderea,12.5,13.089969389957467,NA,NA,10,NA,1,21.031199327001623
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,MAD DECA,Madracis decactis,18.75,30.925052683774524,112.5,850.0967853282043,10,50,2,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,MON CAVE,Montastraea cavernosa,120,176.7145867644258,NA,NA,60,NA,1,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,ORB FRAN,Orbicella franksi,3375,3239.7674240144743,2531250,2775826.2378063784,125,1250,2,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,POR ASTR,Porites astreoides,61.2,59.05212441044564,239.76,655.1817366922377,12.25,4.25,4,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,SID SIDE,Siderastrea siderea,94.29,143.60350919252846,3502.85175,5123.824722672822,22.6,260.3,4,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3266,26.1414333,-80.0773667,OFFR1,APRD,10,STE INTE,Stephanocoenia intersepta,34.125,29.599693283041333,790.03125,328.2848249055703,9,18,2,24.383999219712024
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3272,25.771581,-80.08817,OFFR0,LIRO,10,MAD DECA,Madracis decactis,67.4375,113.59639061222467,476.6328125,2104.5229960193687,15.5,0.5,2,16.763999463552018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3272,25.771581,-80.08817,OFFR0,LIRO,10,MEA MEAN,Meandrina meandrites,17.5,29.779680362153247,NA,NA,7,NA,1,16.763999463552018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3272,25.771581,-80.08817,OFFR0,LIRO,10,MON CAVE,Montastraea cavernosa,35.57142857142857,53.57537471746879,897.8690476190476,1725.9211635608274,9.285714285714286,15.904761904761903,7,16.763999463552018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3272,25.771581,-80.08817,OFFR0,LIRO,10,POR ASTR,Porites astreoides,25.3,34.09937026083921,329.7,1179.8546615416847,8,5.5,4,16.763999463552018
SEFCRI,NCRMP,2018,Broward-Miami,NA,0,3272,25.771581,-80.08817,OFFR0,LIRO,10,SID SIDE,Siderastrea siderea,11,14.398966328953218,2,3.4269459726004685,5.5,0.5,2,16.763999463552018
